2018-11-11 17:56:58,701 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:04:10,141 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck' AND `django_session`.`expire_date` > '2018-11-11 10:04:10.129100'); args=('4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck', '2018-11-11 10:04:10.129100')
2018-11-11 18:04:10,143 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-11 18:04:10,311 DEBUG (0.114) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`city`, `users`.`age`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-11 18:04:32,369 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:04:32,369 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:04:32,677 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-11 18:04:32,692 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-11 18:04:34,512 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:04:34,512 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:04:34,519 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck' AND `django_session`.`expire_date` > '2018-11-11 10:04:34.506657'); args=('4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck', '2018-11-11 10:04:34.506657')
2018-11-11 18:04:34,522 DEBUG (0.003) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-11 18:04:34,606 DEBUG (0.043) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`city`, `users`.`age`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-11 18:06:24,299 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:06:24,300 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:06:24,583 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-11 18:06:24,597 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-11 18:08:26,856 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:08:26,857 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:08:26,860 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck' AND `django_session`.`expire_date` > '2018-11-11 10:08:26.851687'); args=('4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck', '2018-11-11 10:08:26.851687')
2018-11-11 18:08:26,862 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-11 18:08:26,939 DEBUG (0.034) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`city`, `users`.`age`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
